Merge Sort - 100,Quick Sort - 100,Merge Sort - 1000,Quick Sort - 1000,Merge Sort - 10000,Quick Sort - 10000
,,,,352.066µs,512.542µs
,,,,300.311µs,338.585µs
,,,,400.848µs,328.435µs
,,,,257.791µs,335.031µs
,,,,200.2µs,1.050168ms
,,,,238.118µs,375.959µs
,,,,360.419µs,346.044µs
,,,,209.27µs,352.218µs
,,,,169.116µs,353.563µs
,,,,162.776µs,321.127µs
,,,,158.521µs,311.098µs
,,,,127.168µs,251.333µs
,,,,144.312µs,262.173µs
,,,,124.589µs,313.995µs
,,,,266.565µs,323.732µs
,,,,143.883µs,281.053µs
,,,,141.465µs,293.691µs
,,,,148.97µs,267.242µs
,,,,126.601µs,265.912µs
,,,,114.174µs,278.855µs
,,,,137.671µs,251.973µs
,,,,110.144µs,243.206µs
,,,,127.252µs,287.037µs
,,,,122.287µs,234.51µs
,,,,131.658µs,269.847µs
,,,,159.996µs,253.432µs
,,,,131.53µs,268.001µs
,,,,127.513µs,277.418µs
,,,,121.755µs,249.052µs
,,,,127.79µs,239.139µs
,,,,148.378µs,252.25µs
,,,,129.063µs,241.622µs
,,,,126.773µs,253.299µs
,,,,153.501µs,255.721µs
,,,,133.868µs,261.603µs
,,,,137.271µs,257.432µs
,,,,126.128µs,262.652µs
,,,,143.667µs,284.616µs
,,,,150.989µs,264.394µs
,,,,135.83µs,249.517µs
,,,,138.708µs,232.008µs
,,,,132.725µs,252.549µs
,,,,143.54µs,1.037894ms
,,,,135.355µs,687.149µs
,,,,128.481µs,349.696µs
,,,,109.8µs,459.914µs
,,,,110.993µs,889.602µs
,,,,129.151µs,330.091µs
,,,,132.536µs,321.096µs
,,,,131.088µs,622.041µs
,,,,136.565µs,348.799µs
,,,,136.57µs,343.33µs
,,,,124.944µs,319.925µs
,,,,148.836µs,298.843µs
,,,,155.207µs,291.776µs
,,,,144.671µs,325.305µs
,,,,127.528µs,303.098µs
,,,,114.842µs,305.851µs
,,,,115.444µs,309.412µs
,,,,310.448µs,303.402µs
,,,,263.78µs,279.477µs
,,,,147.145µs,331.312µs
,,,,125.772µs,330.643µs
,,,,121.939µs,258.202µs
,,,,121.631µs,265.13µs
,,,,111.333µs,238.074µs
,,,,129.764µs,227µs
,,,,146.716µs,253.648µs
,,,,125.131µs,271.555µs
,,,,108.807µs,242.926µs
,,,,153.818µs,251.121µs
,,,,126.428µs,268.477µs
,,,,114.304µs,277.461µs
,,,,127.167µs,285.985µs
,,,,132.404µs,302.674µs
,,,,118.156µs,313.738µs
,,,,106.673µs,279.494µs
,,,,144.623µs,264.053µs
,,,,142.953µs,271.124µs
,,,,144.182µs,263.592µs
,,,,186.112µs,242.749µs
,,,,170.103µs,245.133µs
,,,,721.687µs,236.734µs
,,,,1.058031ms,310.032µs
,,,,334.82µs,258.143µs
,,,,219.4µs,244.54µs
,,,,192.473µs,238.906µs
,,,,917.863µs,270.502µs
,,,,253.304µs,266.016µs
,,,,188.886µs,350.535µs
,,,,187.543µs,400.469µs
,,,,131.672µs,445.141µs
,,,,149.453µs,959.162µs
,,,,138.381µs,2.290065ms
,,,,145.962µs,740.612µs
,,,,144.887µs,487.801µs
,,,,139.604µs,321.571µs
,,,,127.412µs,265.721µs
,,,,129.422µs,278.724µs
,,,,138.536µs,252.264µs
,,,,121.281µs,292.553µs
,,,,129.543µs,262.621µs
,,,,169.014µs,242.619µs
,,,,117.436µs,256.819µs
,,,,162.628µs,245.305µs
,,,,150.911µs,260.714µs
,,,,122.251µs,268.167µs
,,,,124.823µs,211.475µs
,,,,123.854µs,250.104µs
,,,,159.408µs,266.639µs
,,,,131.618µs,238.249µs
,,,,124.411µs,277.996µs
,,,,134.27µs,270.296µs
,,,,132.626µs,258.578µs
,,,,140.099µs,302.893µs
,,,,155.025µs,256.136µs
,,,,136.352µs,258.563µs
,,,,136.105µs,247.817µs
,,,,141.94µs,278.589µs
,,,,154.864µs,262.951µs
,,,,161.422µs,258.698µs
,,,,136.069µs,246.741µs
,,,,138.104µs,260.063µs
,,,,131.978µs,270.494µs
,,,,131.971µs,258.097µs
,,,,128.062µs,246.977µs
,,,,129.525µs,242.384µs
,,,,122.055µs,260.458µs
,,,,145.883µs,277.399µs
,,,,146.302µs,289.13µs
,,,,156.058µs,294.619µs
,,,,127.886µs,795.762µs
,,,,130.519µs,413.386µs
,,,,148.618µs,1.301439ms
,,,,124.925µs,818.547µs
,,,,120.014µs,417.268µs
,,,,120.936µs,776.635µs
,,,,108.44µs,382.952µs
,,,,130.179µs,636.928µs
,,,,131.019µs,380.27µs
,,,,123.194µs,366.46µs
,,,,116.8µs,280.549µs
,,,,121.025µs,322.358µs
,,,,127.464µs,265.413µs
,,,,113.174µs,334.555µs
,,,,115.886µs,266.591µs
,,,,117.529µs,303.365µs
,,,,130.248µs,288.95µs
,,,,115.678µs,312.924µs
,,,,104.257µs,302.387µs
,,,,121.026µs,383.781µs
,,,,107.833µs,281.033µs
,,,,119.44µs,276.472µs
,,,,102.24µs,250.952µs
,,,,114.491µs,264.544µs
,,,,112.527µs,257.136µs
,,,,107.094µs,253.542µs
,,,,109.103µs,231.197µs
,,,,101.984µs,243.023µs
,,,,117.742µs,263.027µs
,,,,116.808µs,281.656µs
,,,,107.811µs,253.173µs
,,,,130.505µs,230.655µs
,,,,132.246µs,214.568µs
,,,,134.126µs,237.994µs
,,,,125.188µs,293.359µs
,,,,150.532µs,273.401µs
,,,,132.591µs,271.383µs
,,,,152.16µs,232.868µs
,,,,196.612µs,264.25µs
,,,,180.383µs,299.398µs
,,,,195.823µs,318.301µs
,,,,195.185µs,268.692µs
,,,,215.263µs,264.525µs
,,,,213.554µs,337.358µs
,,,,191.556µs,315.064µs
,,,,342.433µs,343.043µs
,,,,362.44µs,351.075µs
,,,,337.732µs,377.702µs
,,,,235.998µs,344.209µs
,,,,653.802µs,331.747µs
,,,,734.843µs,389.039µs
,,,,272.519µs,337.617µs
,,,,308.971µs,463.336µs
,,,,229.778µs,400.875µs
,,,,185.38µs,401.655µs
,,,,169.162µs,454.222µs
,,,,147.054µs,420.402µs
,,,,140.999µs,400.586µs
,,,,145.732µs,352.171µs
,,,,152.716µs,395.691µs
,,,,137.392µs,401.573µs
,,,,128.885µs,393.49µs
,,,,137.755µs,334.696µs
,,,,123.645µs,298.605µs
,,,,127.842µs,343.252µs
,,,,138.981µs,310.537µs
,,,,140.654µs,278.107µs
,,,,129.58µs,272.728µs
,,,,138.229µs,283.983µs
,,,,112.356µs,290.006µs
,,,,114.461µs,272.459µs
,,,,129.9µs,268.019µs
,,,,141.936µs,586.886µs
,,,,137.078µs,296.693µs
,,,,124.167µs,254.444µs
,,,,141.932µs,236.789µs
,,,,129.642µs,238.868µs
,,,,137.613µs,260.802µs
,,,,148.74µs,236.993µs
,,,,131.247µs,242.724µs
,,,,133.42µs,666.77µs
,,,,139.718µs,261.978µs
,,,,129.903µs,267.689µs
,,,,148.362µs,281.868µs
,,,,148.952µs,264.845µs
,,,,133.348µs,669.342µs
,,,,148.953µs,289.69µs
,,,,140.93µs,309.542µs
,,,,151.354µs,323.934µs
,,,,130.175µs,563.238µs
,,,,123.501µs,2.285865ms
,,,,131.739µs,568.733µs
,,,,151.971µs,722.01µs
,,,,146.835µs,7.55135ms
,,,,131.654µs,441.563µs
,,,,144.64µs,428.427µs
,,,,126.83µs,528.101µs
,,,,119.043µs,915.442µs
,,,,158.241µs,566.408µs
,,,,138.299µs,396.822µs
,,,,118.286µs,348.08µs
,,,,109.615µs,334.893µs
,,,,111.484µs,331.368µs
,,,,119.784µs,345.822µs
,,,,123.728µs,354.751µs
,,,,276.065µs,363.363µs
,,,,215.508µs,1.501511ms
,,,,137.1µs,542.367µs
,,,,128.865µs,382.461µs
,,,,125.159µs,570.651µs
,,,,116.524µs,371.814µs
,,,,98.96µs,419.887µs
,,,,127.715µs,320.384µs
,,,,129.133µs,310.464µs
,,,,118.022µs,308.186µs
,,,,142.589µs,302.55µs
,,,,127.311µs,471.608µs
,,,,133.746µs,344.915µs
,,,,117.933µs,348.17µs
,,,,130.172µs,334.803µs
,,,,117.11µs,328.052µs
,,,,133.873µs,291.352µs
,,,,117.802µs,273.868µs
,,,,118.196µs,284.952µs
,,,,129.311µs,277.174µs
,,,,136.682µs,318.796µs
,,,,136.451µs,277.272µs
,,,,135.769µs,341.323µs
,,,,138.995µs,379.65µs
,,,,122.545µs,342.456µs
,,,,127.169µs,291.347µs
,,,,127.247µs,328.461µs
,,,,140.328µs,284.19µs
,,,,146.254µs,333.77µs
,,,,145.018µs,369.107µs
,,,,155.358µs,370.107µs
,,,,144.06µs,373.467µs
,,,,210.274µs,430.63µs
,,,,188.308µs,461.725µs
,,,,135.28µs,364.956µs
,,,,1.020509ms,677.787µs
,,,,839.298µs,412.925µs
,,,,292.758µs,385.802µs
,,,,389.947µs,341.054µs
,,,,346.763µs,374.652µs
,,,,500.016µs,399.347µs
,,,,212.466µs,362.253µs
,,,,173.826µs,419.962µs
,,,,183.792µs,310.989µs
,,,,156.586µs,405.079µs
,,,,133.208µs,314.206µs
,,,,131.911µs,322.246µs
,,,,130.793µs,325.422µs
,,,,157.576µs,303.661µs
,,,,147.263µs,870.486µs
,,,,136.603µs,2.767568ms
,,,,143.021µs,401.159µs
,,,,143.257µs,307.516µs
,,,,126.825µs,301.621µs
,,,,150.865µs,441.688µs
,,,,136.658µs,414.137µs
,,,,138.648µs,308.524µs
,,,,134.08µs,468.38µs
,,,,152.745µs,311.736µs
,,,,150.745µs,285.006µs
,,,,155.855µs,281.937µs
,,,,153.302µs,279.22µs
,,,,123.688µs,391.747µs
,,,,155.065µs,280.042µs
,,,,147.108µs,758.508µs
,,,,136.363µs,574.313µs
,,,,135.795µs,1.480574ms
,,,,124.903µs,641.625µs
,,,,119.495µs,783.388µs
,,,,130.771µs,2.806591ms
,,,,138.777µs,380.023µs
,,,,129.403µs,392.543µs
,,,,138.702µs,355.609µs
,,,,161.085µs,353.972µs
,,,,130.793µs,334.412µs
,,,,116.958µs,348.649µs
,,,,119.14µs,537.689µs
,,,,126.09µs,540.653µs
,,,,100.92µs,3.851318ms
,,,,110.434µs,466.442µs
,,,,126.217µs,524.159µs
,,,,126.057µs,603.19µs
,,,,121.82µs,827.018µs
,,,,138.814µs,1.391357ms
,,,,126.229µs,833.621µs
,,,,120.056µs,1.065372ms
,,,,130.934µs,3.589854ms
,,,,169.444µs,1.123193ms
,,,,119.227µs,518.728µs
,,,,119.76µs,404.914µs
,,,,120.732µs,402.859µs
,,,,120.394µs,373.989µs
,,,,127.012µs,385.02µs
,,,,102.865µs,965.475µs
,,,,137.99µs,794.915µs
,,,,113.035µs,1.237535ms
,,,,123.854µs,949.406µs
,,,,125.16µs,447.135µs
,,,,116.06µs,929.147µs
,,,,122.048µs,642.429µs
,,,,145.584µs,1.850494ms
,,,,118.133µs,1.103707ms
,,,,122.3µs,2.987703ms
,,,,122.043µs,364.341µs
,,,,119.223µs,345.714µs
,,,,130.292µs,351.909µs
,,,,136.758µs,308.757µs
,,,,148.816µs,729.498µs
,,,,113.493µs,297.087µs
,,,,118.157µs,679.026µs
,,,,113.911µs,371.346µs
,,,,114.245µs,306.327µs
,,,,119.751µs,301.128µs
,,,,122.618µs,315.748µs
,,,,120.9µs,321.109µs
,,,,134.5µs,401.514µs
,,,,128.624µs,389.436µs
,,,,131.289µs,511.501µs
,,,,140.381µs,999.512µs
,,,,154.866µs,444.692µs
,,,,152.598µs,366.659µs
,,,,143.812µs,371.659µs
,,,,154.063µs,401.639µs
,,,,167.778µs,469.364µs
,,,,168.049µs,492.349µs
,,,,159.193µs,2.913221ms
,,,,147.668µs,883.012µs
,,,,202.954µs,615.299µs
,,,,171.01µs,385.249µs
,,,,307.442µs,999.485µs
,,,,215.634µs,327.053µs
,,,,319.171µs,399.756µs
,,,,255.754µs,358.949µs
,,,,155.088µs,381.49µs
,,,,257.771µs,338.731µs
,,,,225.713µs,381.273µs
,,,,337.305µs,471.231µs
,,,,205.728µs,297.592µs
,,,,223.311µs,332.06µs
,,,,732.278µs,271.369µs
,,,,510.639µs,287.519µs
,,,,242.47µs,225.918µs
,,,,165.514µs,280.005µs
,,,,174.666µs,241.649µs
,,,,156.518µs,277.757µs
,,,,166.776µs,248.488µs
,,,,152.419µs,245.388µs
,,,,137.336µs,239.336µs
,,,,159.692µs,259.657µs
,,,,146.868µs,238.27µs
,,,,138.639µs,260.161µs
,,,,110.126µs,243.306µs
,,,,132.792µs,285.002µs
,,,,122.487µs,622.705µs
,,,,111.346µs,400.312µs
,,,,123.029µs,473.468µs
,,,,153.341µs,322.276µs
,,,,120.309µs,317.976µs
,,,,135.192µs,430.038µs
,,,,128.165µs,436.787µs
,,,,142.726µs,435.662µs
,,,,136.215µs,524.472µs
,,,,129.402µs,536.99µs
,,,,160.853µs,1.073664ms
,,,,126.978µs,398.132µs
,,,,135.05µs,359.036µs
,,,,138.124µs,362.021µs
,,,,129.52µs,467.365µs
,,,,131.84µs,273.388µs
,,,,135.349µs,300.79µs
,,,,137.893µs,290.834µs
,,,,129.626µs,407.271µs
,,,,145.526µs,345.523µs
,,,,112.772µs,335.786µs
,,,,113.579µs,341.537µs
,,,,117.804µs,352.262µs
,,,,117.394µs,401.231µs
,,,,131.63µs,495.156µs
,,,,128.457µs,435.368µs
,,,,122.285µs,569.722µs
,,,,136.653µs,348.075µs
,,,,138.812µs,504.188µs
,,,,124.298µs,512.478µs
,,,,122.893µs,297.104µs
,,,,138.949µs,344.713µs
,,,,130.616µs,347.433µs
,,,,116.575µs,292.522µs
,,,,123.066µs,402.714µs
,,,,122.427µs,409.442µs
,,,,132.587µs,671.371µs
,,,,157.115µs,573.781µs
,,,,126.757µs,611.626µs
,,,,124.499µs,1.798793ms
,,,,112.104µs,396.332µs
,,,,113.191µs,301.002µs
,,,,109.909µs,336.121µs
,,,,118.003µs,518.391µs
,,,,118.555µs,319.019µs
,,,,102.999µs,287.053µs
,,,,107.26µs,373.863µs
,,,,104.717µs,2.232139ms
,,,,111.678µs,847.615µs
,,,,114.851µs,412.203µs
,,,,114.818µs,632.538µs
,,,,114.266µs,406.746µs
,,,,113.973µs,303.748µs
,,,,116.193µs,357.105µs
,,,,129.788µs,365.218µs
,,,,112.28µs,296.3µs
,,,,121.39µs,308.25µs
,,,,108.189µs,314.77µs
,,,,124.029µs,300.485µs
,,,,107.765µs,368.775µs
,,,,115.737µs,292.99µs
,,,,140.749µs,288.498µs
,,,,115.55µs,309.536µs
,,,,127µs,255.756µs
,,,,146.879µs,338.472µs
,,,,157.52µs,371.083µs
,,,,150.583µs,347.679µs
,,,,147.683µs,339.14µs
,,,,146.807µs,402.198µs
,,,,191.364µs,1.391724ms
,,,,208.152µs,1.145941ms
,,,,233.875µs,774.485µs
,,,,219.511µs,625.867µs
,,,,285.789µs,403.239µs
,,,,251.098µs,614.147µs
,,,,201.555µs,1.734716ms
,,,,190.078µs,589.884µs
,,,,887.483µs,346.673µs
,,,,3.979968ms,394.054µs
,,,,280.637µs,392.587µs
,,,,191.562µs,333.687µs
,,,,188.873µs,280.146µs
,,,,144.948µs,455.191µs
,,,,131.851µs,333.847µs
,,,,152.149µs,308.14µs
,,,,166.167µs,333.06µs
,,,,157.844µs,352.954µs
,,,,142.224µs,232.821µs
,,,,148.758µs,291.22µs
,,,,128.083µs,264.616µs
,,,,132.902µs,322.191µs
,,,,134.832µs,291.367µs
,,,,134.151µs,286.105µs
,,,,206.293µs,271.013µs
,,,,167.986µs,247.256µs
,,,,316.452µs,259.362µs
,,,,183.159µs,276.158µs
,,,,381.04µs,242.813µs
,,,,196.183µs,256.387µs
,,,,282.61µs,241.78µs
,,,,174.689µs,271.423µs
,,,,153.689µs,258.695µs
,,,,147.991µs,283.798µs
,,,,217.133µs,286.017µs
,,,,370.042µs,367.772µs
,,,,169.114µs,1.44975ms
,,,,148.983µs,434.198µs
,,,,140.905µs,987.608µs
,,,,147.32µs,371.87µs
,,,,142.391µs,445.36µs
,,,,152.776µs,449.947µs
,,,,199.332µs,440.675µs
,,,,596.189µs,336.097µs
,,,,161.436µs,380.461µs
,,,,147.932µs,426.053µs
,,,,152.744µs,383.89µs
,,,,191.586µs,407.98µs
,,,,138.227µs,310.449µs
,,,,153.812µs,270.864µs
,,,,148.95µs,336.31µs
,,,,144.672µs,260.096µs
,,,,150.964µs,266.185µs
,,,,150.593µs,261.279µs
,,,,143.149µs,240.433µs
,,,,139.189µs,259.993µs
,,,,184.368µs,273.442µs
,,,,376.451µs,305.842µs
,,,,223.314µs,283.612µs
,,,,1.004979ms,260.882µs
,,,,2.936246ms,260.463µs
,,,,708.582µs,278.848µs
,,,,399.524µs,239.486µs
,,,,375.349µs,255.74µs
,,,,274.475µs,227.887µs
,,,,195.256µs,238.835µs
,,,,189.564µs,260.579µs
,,,,171.337µs,238.178µs
,,,,173.926µs,250.705µs
,,,,141.942µs,282.209µs
,,,,142.21µs,250.576µs
,,,,134.678µs,242.656µs
,,,,149.496µs,244.974µs
,,,,146.787µs,274.392µs
,,,,134.923µs,255.21µs
,,,,122.885µs,298.733µs
,,,,138.704µs,326.209µs
,,,,143.041µs,305.403µs
,,,,131.619µs,473.06µs
,,,,123.4µs,417.28µs
,,,,130.978µs,573.608µs
,,,,122.998µs,499.712µs
,,,,144.446µs,400.91µs
,,,,144.178µs,515.229µs
,,,,136.624µs,393.919µs
,,,,150.387µs,283.04µs
,,,,140.125µs,294.404µs
,,,,125.786µs,455.285µs
,,,,121.004µs,562.961µs
,,,,140.501µs,477.206µs
,,,,130.853µs,410.034µs
,,,,124.914µs,305.936µs
,,,,129.123µs,289.058µs
,,,,131.046µs,275.843µs
,,,,121.401µs,313.04µs
,,,,123.566µs,269.023µs
,,,,128.883µs,234.607µs
,,,,133.131µs,233.092µs
,,,,129.164µs,281.571µs
,,,,121.827µs,254.95µs
,,,,128.247µs,229.481µs
,,,,123.273µs,250.852µs
,,,,127.122µs,265.869µs
,,,,122.357µs,289.475µs
,,,,119.698µs,273.334µs
,,,,122.973µs,256.864µs
,,,,122.309µs,277.158µs
,,,,131.014µs,296.029µs
,,,,128.279µs,385.226µs
,,,,128.15µs,271.571µs
,,,,111.193µs,255.73µs
,,,,132.971µs,248.796µs
,,,,178.87µs,263.104µs
,,,,127.4µs,305.875µs
,,,,111.658µs,260.871µs
,,,,99.244µs,239.054µs
,,,,368.257µs,262.012µs
,,,,220.017µs,266.744µs
,,,,247.952µs,242.554µs
,,,,134.869µs,281.135µs
,,,,131.526µs,306.378µs
,,,,128.998µs,269.679µs
,,,,148.928µs,245.335µs
,,,,165.453µs,279.665µs
,,,,140.967µs,272.656µs
,,,,105.253µs,292.231µs
,,,,131.906µs,330.853µs
,,,,123.121µs,339.407µs
,,,,123.045µs,417.91µs
,,,,140.558µs,1.664687ms
,,,,136.604µs,1.481668ms
,,,,134.932µs,562.641µs
,,,,126.416µs,360.035µs
,,,,131.926µs,365.762µs
,,,,134.888µs,301.475µs
,,,,199.223µs,294.725µs
,,,,149.352µs,301.391µs
,,,,161.992µs,316.708µs
,,,,224.833µs,261.401µs
,,,,224.733µs,286.2µs
,,,,244.843µs,315.405µs
,,,,180.606µs,298.505µs
,,,,529.658µs,371.712µs
,,,,981.494µs,291.346µs
,,,,339.958µs,325.574µs
,,,,217.062µs,287.381µs
,,,,216.862µs,325.425µs
,,,,170.565µs,322.342µs
,,,,148.665µs,319.179µs
,,,,180.016µs,251.195µs
,,,,192.884µs,226.09µs
,,,,187.009µs,242.447µs
,,,,152.191µs,257.423µs
,,,,208.246µs,245.637µs
,,,,152.43µs,242.097µs
,,,,142.881µs,233.601µs
,,,,136.451µs,236.797µs
,,,,126.249µs,228.587µs
,,,,143.142µs,252.549µs
,,,,132.892µs,203.631µs
,,,,134.734µs,238.989µs
,,,,126.3µs,271.298µs
,,,,111.635µs,265.465µs
,,,,149.985µs,282.042µs
,,,,116.899µs,275.402µs
,,,,114.987µs,304.458µs
,,,,131.752µs,264.354µs
,,,,118.829µs,274.593µs
,,,,144.377µs,274.27µs
,,,,142.659µs,291.757µs
,,,,137.577µs,303.96µs
,,,,124.739µs,376.238µs
,,,,135.887µs,420.309µs
,,,,126.99µs,380.71µs
,,,,126.985µs,772.421µs
,,,,122.978µs,676.886µs
,,,,152.762µs,567.125µs
,,,,132.221µs,337.08µs
,,,,133.453µs,411.874µs
,,,,141.661µs,491.604µs
,,,,140.205µs,681.66µs
,,,,142.131µs,447.063µs
,,,,141.307µs,349.094µs
,,,,117.592µs,407.554µs
,,,,138.126µs,282.652µs
,,,,126.592µs,360.009µs
,,,,125.394µs,306.562µs
,,,,122.844µs,279.269µs
,,,,125.319µs,280.401µs
,,,,121.287µs,254.889µs
,,,,101.36µs,259.315µs
,,,,116.009µs,256.194µs
,,,,158.998µs,231.808µs
,,,,138.342µs,265.547µs
,,,,120.059µs,234.142µs
,,,,125.041µs,230.868µs
,,,,106.149µs,247.605µs
,,,,103.02µs,207.15µs
,,,,101.261µs,225.121µs
,,,,121.916µs,248.44µs
,,,,109.993µs,246.157µs
,,,,111.673µs,209.338µs
,,,,107.77µs,255.401µs
,,,,115.653µs,212.636µs
,,,,102.322µs,270.682µs
,,,,131.986µs,242.953µs
,,,,120.524µs,223.031µs
,,,,118.072µs,246.423µs
,,,,127.946µs,262.433µs
,,,,119.746µs,290.781µs
,,,,144.579µs,277.614µs
,,,,148.44µs,257.639µs
,,,,141.755µs,319.695µs
,,,,129.004µs,660.144µs
,,,,119.374µs,266.748µs
,,,,104.144µs,302.815µs
,,,,116.474µs,349.785µs
,,,,113.33µs,429.359µs
,,,,122.485µs,584.863µs
,,,,122.211µs,829.029µs
,,,,111.442µs,719.66µs
,,,,106.886µs,418.616µs
,,,,114.647µs,631.214µs
,,,,126.659µs,416.131µs
,,,,126.654µs,388.71µs
,,,,129.949µs,405.927µs
,,,,124.397µs,414.623µs
,,,,129.125µs,429.867µs
,,,,156.981µs,474.308µs
,,,,128.049µs,371.639µs
,,,,143.395µs,295.253µs
,,,,159.149µs,264.615µs
,,,,155.686µs,277.569µs
,,,,137.092µs,272.934µs
,,,,155.742µs,299.535µs
,,,,186.658µs,253.553µs
,,,,161.082µs,308.285µs
,,,,216.137µs,330.326µs
,,,,241.567µs,226.371µs
,,,,328.551µs,267.75µs
,,,,1.761535ms,270.785µs
,,,,882.762µs,307.559µs
,,,,177.814µs,276.101µs
,,,,145.788µs,272.282µs
,,,,139.568µs,233.834µs
,,,,143.948µs,250.217µs
,,,,133.544µs,211.055µs
,,,,133.498µs,259.396µs
,,,,144.816µs,241.031µs
,,,,120.855µs,224.339µs
,,,,128.794µs,235.627µs
,,,,113.291µs,734.298µs
,,,,144.104µs,263.694µs
,,,,126.373µs,277.137µs
,,,,139.812µs,297.961µs
,,,,137.916µs,272.392µs
,,,,124.317µs,269.569µs
,,,,150.422µs,302.886µs
,,,,125.222µs,315.33µs
,,,,114.616µs,302.103µs
,,,,150.921µs,966.359µs
,,,,174.74µs,627.865µs
,,,,142.399µs,668.932µs
,,,,126.553µs,921.571µs
,,,,134.389µs,1.355241ms
,,,,136.289µs,438.944µs
,,,,134.929µs,352.284µs
,,,,153.064µs,817.218µs
,,,,118.921µs,340.73µs
,,,,125.549µs,296.204µs
,,,,127.379µs,260.421µs
,,,,149.92µs,269.263µs
,,,,143.897µs,240.981µs
,,,,129.63µs,310.915µs
,,,,116.633µs,289.989µs
,,,,136.709µs,264.885µs
,,,,135.72µs,248.844µs
,,,,131.864µs,267.512µs
,,,,129.389µs,266.228µs
,,,,136.218µs,238.674µs
,,,,121.252µs,281.441µs
,,,,134.327µs,258.18µs
,,,,133.363µs,247.022µs
,,,,132.36µs,275.877µs
,,,,122.302µs,275.013µs
,,,,125.45µs,254.286µs
,,,,124.332µs,215.497µs
,,,,121.548µs,204.126µs
,,,,139.82µs,282.678µs
,,,,145.652µs,245.286µs
,,,,131.535µs,245.486µs
,,,,157.333µs,279.819µs
,,,,152.501µs,280.977µs
,,,,118.627µs,244.585µs
,,,,126.606µs,249.536µs
,,,,128.183µs,234.747µs
,,,,114.145µs,295.399µs
,,,,114.434µs,272.644µs
,,,,93.101µs,252.182µs
,,,,112.326µs,284.229µs
,,,,104.714µs,323.099µs
,,,,113.757µs,355.18µs
,,,,124.623µs,1.326077ms
,,,,116.144µs,453.409µs
,,,,98.249µs,388.436µs
,,,,113.076µs,464.128µs
,,,,111.751µs,517.276µs
,,,,428.354µs,463.728µs
,,,,121.149µs,792.731µs
,,,,111.84µs,424.555µs
,,,,114.005µs,547.767µs
,,,,115.926µs,449.328µs
,,,,116.948µs,405.711µs
,,,,111.091µs,387.173µs
,,,,122.339µs,328.437µs
,,,,108.88µs,308.817µs
,,,,113.652µs,290.063µs
,,,,111.874µs,276.806µs
,,,,110.386µs,281.114µs
,,,,118.241µs,247.123µs
,,,,134.795µs,346.996µs
,,,,126.699µs,278.98µs
,,,,149.862µs,255.694µs
,,,,150.834µs,247.947µs
,,,,134.471µs,732.595µs
,,,,128.09µs,257.031µs
,,,,151.095µs,245.347µs
,,,,139.748µs,251.028µs
,,,,162.175µs,269.996µs
,,,,232.453µs,323.32µs
,,,,192.103µs,261.953µs
,,,,202.167µs,256.694µs
,,,,229.773µs,252.122µs
,,,,237.013µs,259.726µs
,,,,331.524µs,250.868µs
,,,,191.404µs,273.978µs
,,,,199.417µs,275.795µs
,,,,159.875µs,273.719µs
,,,,225.364µs,303.976µs
,,,,199.159µs,261.567µs
,,,,206.245µs,295.755µs
,,,,262.032µs,343.098µs
,,,,229.409µs,287.754µs
,,,,165.331µs,310.71µs
,,,,134.707µs,386.144µs
,,,,226.415µs,2.163694ms
,,,,231.523µs,767.237µs
,,,,216.541µs,1.050178ms
,,,,182.593µs,696.04µs
,,,,179.66µs,382.953µs
,,,,137.568µs,362.071µs
,,,,135.468µs,244.5µs
,,,,126.769µs,268.902µs
,,,,133.944µs,304.129µs
,,,,153.598µs,300.425µs
,,,,137.584µs,269.948µs
,,,,137.423µs,255.337µs
,,,,143.987µs,279.646µs
,,,,192.785µs,271.7µs
,,,,145.918µs,262.605µs
,,,,127.153µs,268.525µs
,,,,123.856µs,348.121µs
,,,,128.478µs,251.326µs
,,,,140.81µs,214.776µs
,,,,129.768µs,273.567µs
,,,,137.967µs,262.607µs
,,,,127.573µs,231.971µs
,,,,136.529µs,271.667µs
,,,,135.064µs,286.494µs
,,,,148.713µs,214.728µs
,,,,119.787µs,256.318µs
,,,,145.632µs,235.933µs
,,,,130.711µs,974.445µs
,,,,140.785µs,289.1µs
,,,,134.226µs,363.495µs
,,,,117.421µs,301.519µs
,,,,137.691µs,356.598µs
,,,,132.557µs,234.392µs
,,,,103.412µs,331.347µs
,,,,137.354µs,272.591µs
,,,,146.443µs,252.964µs
,,,,151.262µs,297.68µs
,,,,154.079µs,337.813µs
,,,,134.623µs,332.968µs
,,,,124.844µs,351.345µs
,,,,115.896µs,500.635µs
,,,,133.591µs,689.137µs
,,,,131.275µs,569.801µs
,,,,132.331µs,445.376µs
,,,,140.343µs,302.207µs
,,,,143.84µs,1.103015ms
,,,,136.639µs,674.44µs
,,,,113.676µs,856.684µs
,,,,154.674µs,361.439µs
,,,,125.034µs,425.667µs
,,,,113.337µs,439.501µs
,,,,111.474µs,262.243µs
,,,,105.972µs,272.132µs
,,,,120.583µs,299.019µs
,,,,129.094µs,253.732µs
,,,,108.906µs,267.436µs
,,,,107.569µs,248.565µs
,,,,118.792µs,283.214µs
,,,,114.438µs,250.925µs
,,,,113.586µs,248.983µs
,,,,114.832µs,211.49µs
,,,,95.83µs,268.126µs
,,,,98.076µs,238.688µs
,,,,94.23µs,234.132µs
,,,,105.048µs,236.286µs
